pzv|passgr|Zon|view|probability|score
1563ad6be3a748453494848191d5e701_z4_v48_|1563ad6be3a748453494848191d5e701|Zone5|48|0.00|0.00
16eb63b55c0ab56b543fae2d988bdfcb_z1_v16_|16eb63b55c0ab56b543fae2d988bdfcb|Zone2|16|1.00|9.00
16eb63b55c0ab56b543fae2d988bdfcb_z1_v48_|16eb63b55c0ab56b543fae2d988bdfcb|Zone2|48|1.00|9.00
16eb63b55c0ab56b543fae2d988bdfcb_z3_v16_|16eb63b55c0ab56b543fae2d988bdfcb|Zone4|16|0.00|9.00
16eb63b55c0ab56b543fae2d988bdfcb_z3_v48_|16eb63b55c0ab56b543fae2d988bdfcb|Zone4|48|0.00|9.00
16eb63b55c0ab56b543fae2d988bdfcb_z4_v16_|16eb63b55c0ab56b543fae2d988bdfcb|Zone5|16|0.00|0.00
16eb63b55c0ab56b543fae2d988bdfcb_z4_v48_|16eb63b55c0ab56b543fae2d988bdfcb|Zone5|48|0.00|0.00
17281b53b9a17b1b5fe9ffefac82289f_z1_v16_|17281b53b9a17b1b5fe9ffefac82289f|Zone2|16|0.00|9.00
17281b53b9a17b1b5fe9ffefac82289f_z1_v48_|17281b53b9a17b1b5fe9ffefac82289f|Zone2|48|0.00|9.00
17281b53b9a17b1b5fe9ffefac82289f_z3_v16_|17281b53b9a17b1b5fe9ffefac82289f|Zone4|16|0.00|9.00
17281b53b9a17b1b5fe9ffefac82289f_z3_v48_|17281b53b9a17b1b5fe9ffefac82289f|Zone4|48|0.00|9.00
17281b53b9a17b1b5fe9ffefac82289f_z4_v16_|17281b53b9a17b1b5fe9ffefac82289f|Zone5|16|0.00|0.00
17281b53b9a17b1b5fe9ffefac82289f_z4_v48_|17281b53b9a17b1b5fe9ffefac82289f|Zone5|48|0.00|0.00
1f4b484a158b1af3c3ae19e10406647e_z1_v16_|1f4b484a158b1af3c3ae19e10406647e|Zone2|16|0.00|9.00
1f4b484a158b1af3c3ae19e10406647e_z1_v48_|1f4b484a158b1af3c3ae19e10406647e|Zone2|48|0.00|9.00
1f4b484a158b1af3c3ae19e10406647e_z3_v16_|1f4b484a158b1af3c3ae19e10406647e|Zone4|16|0.00|9.00
1f4b484a158b1af3c3ae19e10406647e_z3_v48_|1f4b484a158b1af3c3ae19e10406647e|Zone4|48|0.00|9.00
1f4b484a158b1af3c3ae19e10406647e_z4_v16_|1f4b484a158b1af3c3ae19e10406647e|Zone5|16|0.00|0.00
1f4b484a158b1af3c3ae19e10406647e_z4_v48_|1f4b484a158b1af3c3ae19e10406647e|Zone5|48|0.00|0.00
203048c0dd673ed912a09dbe0d82bcd4_z1_v16_|203048c0dd673ed912a09dbe0d82bcd4|Zone2|16|0.00|9.00
203048c0dd673ed912a09dbe0d82bcd4_z1_v48_|203048c0dd673ed912a09dbe0d82bcd4|Zone2|48|0.00|9.00
203048c0dd673ed912a09dbe0d82bcd4_z3_v16_|203048c0dd673ed912a09dbe0d82bcd4|Zone4|16|0.00|9.00
203048c0dd673ed912a09dbe0d82bcd4_z3_v48_|203048c0dd673ed912a09dbe0d82bcd4|Zone4|48|0.00|9.00
203048c0dd673ed912a09dbe0d82bcd4_z4_v16_|203048c0dd673ed912a09dbe0d82bcd4|Zone5|16|0.00|0.00
203048c0dd673ed912a09dbe0d82bcd4_z4_v48_|203048c0dd673ed912a09dbe0d82bcd4|Zone5|48|0.00|0.00
255061b8296ef90d2a885e55cbf63c7a_z1_v16_|255061b8296ef90d2a885e55cbf63c7a|Zone2|16|0.00|9.00
255061b8296ef90d2a885e55cbf63c7a_z1_v48_|255061b8296ef90d2a885e55cbf63c7a|Zone2|48|0.00|9.00
255061b8296ef90d2a885e55cbf63c7a_z3_v16_|255061b8296ef90d2a885e55cbf63c7a|Zone4|16|0.00|9.00
255061b8296ef90d2a885e55cbf63c7a_z3_v48_|255061b8296ef90d2a885e55cbf63c7a|Zone4|48|0.00|9.00
255061b8296ef90d2a885e55cbf63c7a_z4_v16_|255061b8296ef90d2a885e55cbf63c7a|Zone5|16|0.00|0.00
255061b8296ef90d2a885e55cbf63c7a_z4_v48_|255061b8296ef90d2a885e55cbf63c7a|Zone5|48|0.00|0.00
27f74a39f143310891c9d014382e02c4_z1_v16_|27f74a39f143310891c9d014382e02c4|Zone2|16|0.00|9.00
27f74a39f143310891c9d014382e02c4_z1_v48_|27f74a39f143310891c9d014382e02c4|Zone2|48|0.00|9.00
27f74a39f143310891c9d014382e02c4_z3_v16_|27f74a39f143310891c9d014382e02c4|Zone4|16|0.00|9.00
27f74a39f143310891c9d014382e02c4_z3_v48_|27f74a39f143310891c9d014382e02c4|Zone4|48|0.00|9.00
27f74a39f143310891c9d014382e02c4_z4_v16_|27f74a39f143310891c9d014382e02c4|Zone5|16|0.00|0.00
27f74a39f143310891c9d014382e02c4_z4_v48_|27f74a39f143310891c9d014382e02c4|Zone5|48|0.00|0.00
2a8bd2653b76d9bb771adccd4037e17b_z1_v16_|2a8bd2653b76d9bb771adccd4037e17b|Zone2|16|0.00|9.00
2a8bd2653b76d9bb771adccd4037e17b_z1_v48_|2a8bd2653b76d9bb771adccd4037e17b|Zone2|48|0.00|9.00
2a8bd2653b76d9bb771adccd4037e17b_z3_v16_|2a8bd2653b76d9bb771adccd4037e17b|Zone4|16|0.00|9.00
2a8bd2653b76d9bb771adccd4037e17b_z3_v48_|2a8bd2653b76d9bb771adccd4037e17b|Zone4|48|0.00|9.00
2a8bd2653b76d9bb771adccd4037e17b_z4_v16_|2a8bd2653b76d9bb771adccd4037e17b|Zone5|16|0.00|0.00
2a8bd2653b76d9bb771adccd4037e17b_z4_v48_|2a8bd2653b76d9bb771adccd4037e17b|Zone5|48|0.00|0.00
2ddf94a656b16182bdaaaf0155a561be_z1_v16_|2ddf94a656b16182bdaaaf0155a561be|Zone2|16|1.00|9.00
2ddf94a656b16182bdaaaf0155a561be_z1_v48_|2ddf94a656b16182bdaaaf0155a561be|Zone2|48|1.00|9.00
2ddf94a656b16182bdaaaf0155a561be_z3_v16_|2ddf94a656b16182bdaaaf0155a561be|Zone4|16|0.00|9.00
2ddf94a656b16182bdaaaf0155a561be_z3_v48_|2ddf94a656b16182bdaaaf0155a561be|Zone4|48|0.00|9.00
2ddf94a656b16182bdaaaf0155a561be_z4_v16_|2ddf94a656b16182bdaaaf0155a561be|Zone5|16|0.00|0.00
2ddf94a656b16182bdaaaf0155a561be_z4_v48_|2ddf94a656b16182bdaaaf0155a561be|Zone5|48|0.00|0.00
2f5c066720d997f33453dc491141bc70_z1_v16_|2f5c066720d997f33453dc491141bc70|Zone2|16|0.00|0.00
2f5c066720d997f33453dc491141bc70_z1_v48_|2f5c066720d997f33453dc491141bc70|Zone2|48|0.00|9.00
2f5c066720d997f33453dc491141bc70_z3_v16_|2f5c066720d997f33453dc491141bc70|Zone4|16|0.00|0.00
2f5c066720d997f33453dc491141bc70_z3_v48_|2f5c066720d997f33453dc491141bc70|Zone4|48|0.00|9.00
2f5c066720d997f33453dc491141bc70_z4_v16_|2f5c066720d997f33453dc491141bc70|Zone5|16|1.00|0.00
2f5c066720d997f33453dc491141bc70_z4_v48_|2f5c066720d997f33453dc491141bc70|Zone5|48|1.00|0.00
333c64b18d7e64f0d53bf73cea1ab5ec_z1_v16_|333c64b18d7e64f0d53bf73cea1ab5ec|Zone2|16|0.00|0.00
333c64b18d7e64f0d53bf73cea1ab5ec_z1_v48_|333c64b18d7e64f0d53bf73cea1ab5ec|Zone2|48|0.00|9.00
333c64b18d7e64f0d53bf73cea1ab5ec_z3_v16_|333c64b18d7e64f0d53bf73cea1ab5ec|Zone4|16|0.00|0.00
333c64b18d7e64f0d53bf73cea1ab5ec_z3_v48_|333c64b18d7e64f0d53bf73cea1ab5ec|Zone4|48|0.00|9.00
333c64b18d7e64f0d53bf73cea1ab5ec_z4_v16_|333c64b18d7e64f0d53bf73cea1ab5ec|Zone5|16|0.00|0.00
333c64b18d7e64f0d53bf73cea1ab5ec_z4_v48_|333c64b18d7e64f0d53bf73cea1ab5ec|Zone5|48|0.00|0.00
346fc1c788ad7fb4da5a11f3bfb07d28_z1_v16_|346fc1c788ad7fb4da5a11f3bfb07d28|Zone2|16|0.00|0.00
346fc1c788ad7fb4da5a11f3bfb07d28_z1_v48_|346fc1c788ad7fb4da5a11f3bfb07d28|Zone2|48|0.00|9.00
346fc1c788ad7fb4da5a11f3bfb07d28_z3_v16_|346fc1c788ad7fb4da5a11f3bfb07d28|Zone4|16|0.00|0.00
346fc1c788ad7fb4da5a11f3bfb07d28_z3_v48_|346fc1c788ad7fb4da5a11f3bfb07d28|Zone4|48|0.00|9.00
346fc1c788ad7fb4da5a11f3bfb07d28_z4_v16_|346fc1c788ad7fb4da5a11f3bfb07d28|Zone5|16|0.00|0.00
346fc1c788ad7fb4da5a11f3bfb07d28_z4_v48_|346fc1c788ad7fb4da5a11f3bfb07d28|Zone5|48|0.00|0.00
366f12873367fcf4af617151a5f6daf5_z1_v16_|366f12873367fcf4af617151a5f6daf5|Zone2|16|0.00|9.00
366f12873367fcf4af617151a5f6daf5_z1_v48_|366f12873367fcf4af617151a5f6daf5|Zone2|48|0.00|9.00
366f12873367fcf4af617151a5f6daf5_z3_v16_|366f12873367fcf4af617151a5f6daf5|Zone4|16|0.00|9.00
366f12873367fcf4af617151a5f6daf5_z3_v48_|366f12873367fcf4af617151a5f6daf5|Zone4|48|0.00|9.00
366f12873367fcf4af617151a5f6daf5_z4_v16_|366f12873367fcf4af617151a5f6daf5|Zone5|16|0.00|0.00
366f12873367fcf4af617151a5f6daf5_z4_v48_|366f12873367fcf4af617151a5f6daf5|Zone5|48|0.00|0.00
36c29b20a3e1ca94e4e15b63b8babe00_z9_v0_|36c29b20a3e1ca94e4e15b63b8babe00|Zone10|0|0.00|9.00
3775a16c58aed83497088371766a8fb4_z1_v16_|3775a16c58aed83497088371766a8fb4|Zone2|16|1.00|9.00
3775a16c58aed83497088371766a8fb4_z1_v48_|3775a16c58aed83497088371766a8fb4|Zone2|48|1.00|9.00
3775a16c58aed83497088371766a8fb4_z3_v16_|3775a16c58aed83497088371766a8fb4|Zone4|16|0.00|9.00
3775a16c58aed83497088371766a8fb4_z3_v48_|3775a16c58aed83497088371766a8fb4|Zone4|48|0.00|9.00
3775a16c58aed83497088371766a8fb4_z4_v16_|3775a16c58aed83497088371766a8fb4|Zone5|16|0.00|0.00
3775a16c58aed83497088371766a8fb4_z4_v48_|3775a16c58aed83497088371766a8fb4|Zone5|48|0.00|0.00
3a465a563e191135c396ba0fb608a844_z1_v16_|3a465a563e191135c396ba0fb608a844|Zone2|16|0.00|9.00
3a465a563e191135c396ba0fb608a844_z1_v48_|3a465a563e191135c396ba0fb608a844|Zone2|48|0.00|0.00
3a465a563e191135c396ba0fb608a844_z3_v16_|3a465a563e191135c396ba0fb608a844|Zone4|16|0.00|9.00
3a465a563e191135c396ba0fb608a844_z3_v48_|3a465a563e191135c396ba0fb608a844|Zone4|48|0.00|0.00
3a465a563e191135c396ba0fb608a844_z4_v16_|3a465a563e191135c396ba0fb608a844|Zone5|16|0.00|0.00
3a465a563e191135c396ba0fb608a844_z4_v48_|3a465a563e191135c396ba0fb608a844|Zone5|48|0.00|0.00
413c6337a5b11c91f24c648c165b3f1a_z1_v16_|413c6337a5b11c91f24c648c165b3f1a|Zone2|16|0.00|9.00
413c6337a5b11c91f24c648c165b3f1a_z1_v48_|413c6337a5b11c91f24c648c165b3f1a|Zone2|48|0.00|0.00
413c6337a5b11c91f24c648c165b3f1a_z3_v16_|413c6337a5b11c91f24c648c165b3f1a|Zone4|16|0.00|9.00
413c6337a5b11c91f24c648c165b3f1a_z3_v48_|413c6337a5b11c91f24c648c165b3f1a|Zone4|48|0.00|0.00
413c6337a5b11c91f24c648c165b3f1a_z4_v16_|413c6337a5b11c91f24c648c165b3f1a|Zone5|16|0.00|0.00
413c6337a5b11c91f24c648c165b3f1a_z4_v48_|413c6337a5b11c91f24c648c165b3f1a|Zone5|48|0.00|0.00
41e8c2b5a890360b7814e5c6a2701784_z1_v16_|41e8c2b5a890360b7814e5c6a2701784|Zone2|16|0.00|9.00
41e8c2b5a890360b7814e5c6a2701784_z1_v48_|41e8c2b5a890360b7814e5c6a2701784|Zone2|48|0.00|9.00
41e8c2b5a890360b7814e5c6a2701784_z3_v16_|41e8c2b5a890360b7814e5c6a2701784|Zone4|16|0.00|9.00
41e8c2b5a890360b7814e5c6a2701784_z3_v48_|41e8c2b5a890360b7814e5c6a2701784|Zone4|48|0.00|9.00
41e8c2b5a890360b7814e5c6a2701784_z4_v16_|41e8c2b5a890360b7814e5c6a2701784|Zone5|16|0.00|0.00
41e8c2b5a890360b7814e5c6a2701784_z4_v48_|41e8c2b5a890360b7814e5c6a2701784|Zone5|48|0.00|0.00
41ed36bdc93a2ff5519c76f263ab1a88_z1_v16_|41ed36bdc93a2ff5519c76f263ab1a88|Zone2|16|0.00|9.00
41ed36bdc93a2ff5519c76f263ab1a88_z1_v48_|41ed36bdc93a2ff5519c76f263ab1a88|Zone2|48|0.00|9.00
41ed36bdc93a2ff5519c76f263ab1a88_z3_v16_|41ed36bdc93a2ff5519c76f263ab1a88|Zone4|16|0.00|9.00
41ed36bdc93a2ff5519c76f263ab1a88_z3_v48_|41ed36bdc93a2ff5519c76f263ab1a88|Zone4|48|0.00|9.00
41ed36bdc93a2ff5519c76f263ab1a88_z4_v16_|41ed36bdc93a2ff5519c76f263ab1a88|Zone5|16|0.00|0.00
41ed36bdc93a2ff5519c76f263ab1a88_z4_v48_|41ed36bdc93a2ff5519c76f263ab1a88|Zone5|48|0.00|0.00
44ac0d2d076928590d80acfda3871de8_z2_v0_|44ac0d2d076928590d80acfda3871de8|Zone3|0|0.00|0.00
452d00e6fb36895567f246b9df3bd947_z13_v0_|452d00e6fb36895567f246b9df3bd947|Zone14|0|0.00|9.00
06726105fabadca043737601d06415a8_z12_v0_|06726105fabadca043737601d06415a8|Zone13|0|1.00|0.00
2a3e4e05c9fdc57f6b67fa9a1c3c808a_z1_v0_|2a3e4e05c9fdc57f6b67fa9a1c3c808a|Zone2|0|0.00|9.00
3a77cef399f7d3dbb1cdbd7e8cd9b79c_z3_v0_|3a77cef399f7d3dbb1cdbd7e8cd9b79c|Zone4|0|0.00|9.00
0043db5e8c819bffc15261b1f1ac5e42_z5_v16_|0043db5e8c819bffc15261b1f1ac5e42|Zone6|16|0.00|9.00
0043db5e8c819bffc15261b1f1ac5e42_z5_v48_|0043db5e8c819bffc15261b1f1ac5e42|Zone6|48|0.00|9.00
0043db5e8c819bffc15261b1f1ac5e42_z6_v16_|0043db5e8c819bffc15261b1f1ac5e42|Zone7|16|0.00|9.00
0043db5e8c819bffc15261b1f1ac5e42_z6_v48_|0043db5e8c819bffc15261b1f1ac5e42|Zone7|48|0.00|9.00
04b32b70b4ab15cad85d43e3b5359239_z5_v16_|04b32b70b4ab15cad85d43e3b5359239|Zone6|16|0.00|9.00
04b32b70b4ab15cad85d43e3b5359239_z5_v48_|04b32b70b4ab15cad85d43e3b5359239|Zone6|48|0.00|9.00
04b32b70b4ab15cad85d43e3b5359239_z6_v16_|04b32b70b4ab15cad85d43e3b5359239|Zone7|16|1.00|9.00
04b32b70b4ab15cad85d43e3b5359239_z6_v48_|04b32b70b4ab15cad85d43e3b5359239|Zone7|48|1.00|9.00
090cdcef818e13089bf1898bb3fab820_z14_v0_|090cdcef818e13089bf1898bb3fab820|Zone15|0|0.00|9.00
090cdcef818e13089bf1898bb3fab820_z15_v0_|090cdcef818e13089bf1898bb3fab820|Zone16|0|0.00|9.00
090cdcef818e13089bf1898bb3fab820_z5_v16_|090cdcef818e13089bf1898bb3fab820|Zone6|16|0.00|9.00
090cdcef818e13089bf1898bb3fab820_z5_v32_|090cdcef818e13089bf1898bb3fab820|Zone6|32|0.00|9.00
090cdcef818e13089bf1898bb3fab820_z5_v48_|090cdcef818e13089bf1898bb3fab820|Zone6|48|0.00|9.00
090cdcef818e13089bf1898bb3fab820_z6_v16_|090cdcef818e13089bf1898bb3fab820|Zone7|16|0.00|9.00
090cdcef818e13089bf1898bb3fab820_z6_v48_|090cdcef818e13089bf1898bb3fab820|Zone7|48|0.00|9.00
09a8fdd43905244c6626e15385c9ae22_z5_v16_|09a8fdd43905244c6626e15385c9ae22|Zone6|16|0.00|9.00
09a8fdd43905244c6626e15385c9ae22_z5_v48_|09a8fdd43905244c6626e15385c9ae22|Zone6|48|0.00|9.00
09a8fdd43905244c6626e15385c9ae22_z6_v16_|09a8fdd43905244c6626e15385c9ae22|Zone7|16|0.00|9.00
09a8fdd43905244c6626e15385c9ae22_z6_v48_|09a8fdd43905244c6626e15385c9ae22|Zone7|48|0.00|9.00
0cc6fc725d4b8818415ddc06823fce98_z5_v16_|0cc6fc725d4b8818415ddc06823fce98|Zone6|16|0.00|9.00
0cc6fc725d4b8818415ddc06823fce98_z5_v48_|0cc6fc725d4b8818415ddc06823fce98|Zone6|48|0.00|9.00
0cc6fc725d4b8818415ddc06823fce98_z6_v16_|0cc6fc725d4b8818415ddc06823fce98|Zone7|16|0.00|9.00
0cc6fc725d4b8818415ddc06823fce98_z6_v48_|0cc6fc725d4b8818415ddc06823fce98|Zone7|48|0.00|9.00
0e34d284cb190a79e3316d1926061bc3_z5_v16_|0e34d284cb190a79e3316d1926061bc3|Zone6|16|0.00|0.00
0e34d284cb190a79e3316d1926061bc3_z5_v48_|0e34d284cb190a79e3316d1926061bc3|Zone6|48|0.00|0.00
0e34d284cb190a79e3316d1926061bc3_z6_v16_|0e34d284cb190a79e3316d1926061bc3|Zone7|16|0.00|0.00
0e34d284cb190a79e3316d1926061bc3_z6_v48_|0e34d284cb190a79e3316d1926061bc3|Zone7|48|0.00|0.00
0ef7902f1cbb4c7a4bef3a971f2b7937_z5_v16_|0ef7902f1cbb4c7a4bef3a971f2b7937|Zone6|16|0.00|9.00
0ef7902f1cbb4c7a4bef3a971f2b7937_z5_v48_|0ef7902f1cbb4c7a4bef3a971f2b7937|Zone6|48|0.00|9.00
0ef7902f1cbb4c7a4bef3a971f2b7937_z6_v16_|0ef7902f1cbb4c7a4bef3a971f2b7937|Zone7|16|0.00|9.00
0ef7902f1cbb4c7a4bef3a971f2b7937_z6_v48_|0ef7902f1cbb4c7a4bef3a971f2b7937|Zone7|48|0.00|9.00
0fbe960b8c7c5c1ddd0a650ddf8093f0_z5_v16_|0fbe960b8c7c5c1ddd0a650ddf8093f0|Zone6|16|0.00|9.00
0fbe960b8c7c5c1ddd0a650ddf8093f0_z5_v48_|0fbe960b8c7c5c1ddd0a650ddf8093f0|Zone6|48|0.00|9.00
0fbe960b8c7c5c1ddd0a650ddf8093f0_z6_v16_|0fbe960b8c7c5c1ddd0a650ddf8093f0|Zone7|16|0.00|9.00
0fbe960b8c7c5c1ddd0a650ddf8093f0_z6_v48_|0fbe960b8c7c5c1ddd0a650ddf8093f0|Zone7|48|0.00|9.00
1020e08af89e2f679f27b4630e55f798_z5_v16_|1020e08af89e2f679f27b4630e55f798|Zone6|16|0.00|9.00
1020e08af89e2f679f27b4630e55f798_z5_v48_|1020e08af89e2f679f27b4630e55f798|Zone6|48|0.00|9.00
1020e08af89e2f679f27b4630e55f798_z6_v16_|1020e08af89e2f679f27b4630e55f798|Zone7|16|0.00|9.00
1020e08af89e2f679f27b4630e55f798_z6_v48_|1020e08af89e2f679f27b4630e55f798|Zone7|48|0.00|9.00
12b19cfb1d7de04755420e90f3dbd08a_z5_v0_|12b19cfb1d7de04755420e90f3dbd08a|Zone6|0|0.00|9.00
12b19cfb1d7de04755420e90f3dbd08a_z5_v16_|12b19cfb1d7de04755420e90f3dbd08a|Zone6|16|0.00|9.00
12b19cfb1d7de04755420e90f3dbd08a_z5_v48_|12b19cfb1d7de04755420e90f3dbd08a|Zone6|48|0.00|9.00
12b19cfb1d7de04755420e90f3dbd08a_z6_v16_|12b19cfb1d7de04755420e90f3dbd08a|Zone7|16|0.00|9.00
12b19cfb1d7de04755420e90f3dbd08a_z6_v48_|12b19cfb1d7de04755420e90f3dbd08a|Zone7|48|0.00|9.00
137cd2942a4d022921fda492ff79d40f_z5_v16_|137cd2942a4d022921fda492ff79d40f|Zone6|16|0.00|9.00
137cd2942a4d022921fda492ff79d40f_z5_v48_|137cd2942a4d022921fda492ff79d40f|Zone6|48|0.00|9.00
137cd2942a4d022921fda492ff79d40f_z6_v16_|137cd2942a4d022921fda492ff79d40f|Zone7|16|1.00|9.00
137cd2942a4d022921fda492ff79d40f_z6_v48_|137cd2942a4d022921fda492ff79d40f|Zone7|48|1.00|9.00
14caf211cf15ef21055d859fd30d53ad_z5_v16_|14caf211cf15ef21055d859fd30d53ad|Zone6|16|0.00|9.00
14caf211cf15ef21055d859fd30d53ad_z5_v48_|14caf211cf15ef21055d859fd30d53ad|Zone6|48|0.00|0.00
14caf211cf15ef21055d859fd30d53ad_z6_v16_|14caf211cf15ef21055d859fd30d53ad|Zone7|16|0.00|9.00
14caf211cf15ef21055d859fd30d53ad_z6_v48_|14caf211cf15ef21055d859fd30d53ad|Zone7|48|0.00|0.00
155beac1a973b386fcc80b73a58fb920_z5_v16_|155beac1a973b386fcc80b73a58fb920|Zone6|16|0.00|9.00
155beac1a973b386fcc80b73a58fb920_z5_v48_|155beac1a973b386fcc80b73a58fb920|Zone6|48|0.00|9.00
155beac1a973b386fcc80b73a58fb920_z6_v16_|155beac1a973b386fcc80b73a58fb920|Zone7|16|0.00|9.00
155beac1a973b386fcc80b73a58fb920_z6_v48_|155beac1a973b386fcc80b73a58fb920|Zone7|48|0.00|9.00
16e075a29f9eb01d0de6dedfd739a68e_z5_v16_|16e075a29f9eb01d0de6dedfd739a68e|Zone6|16|0.00|9.00
16e075a29f9eb01d0de6dedfd739a68e_z5_v48_|16e075a29f9eb01d0de6dedfd739a68e|Zone6|48|0.00|9.00
16e075a29f9eb01d0de6dedfd739a68e_z6_v0_|16e075a29f9eb01d0de6dedfd739a68e|Zone7|0|0.00|9.00
16e075a29f9eb01d0de6dedfd739a68e_z6_v16_|16e075a29f9eb01d0de6dedfd739a68e|Zone7|16|0.00|9.00
16e075a29f9eb01d0de6dedfd739a68e_z6_v48_|16e075a29f9eb01d0de6dedfd739a68e|Zone7|48|0.00|9.00
1784b1d51fdfb02d8ba0686255287e76_z5_v16_|1784b1d51fdfb02d8ba0686255287e76|Zone6|16|0.00|9.00
1784b1d51fdfb02d8ba0686255287e76_z5_v48_|1784b1d51fdfb02d8ba0686255287e76|Zone6|48|0.00|9.00
1784b1d51fdfb02d8ba0686255287e76_z6_v16_|1784b1d51fdfb02d8ba0686255287e76|Zone7|16|0.00|9.00
1784b1d51fdfb02d8ba0686255287e76_z6_v48_|1784b1d51fdfb02d8ba0686255287e76|Zone7|48|0.00|9.00
182b45858c9216006a1056d004c55215_z5_v16_|182b45858c9216006a1056d004c55215|Zone6|16|0.00|9.00
182b45858c9216006a1056d004c55215_z5_v48_|182b45858c9216006a1056d004c55215|Zone6|48|0.00|9.00
182b45858c9216006a1056d004c55215_z6_v16_|182b45858c9216006a1056d004c55215|Zone7|16|0.00|9.00
182b45858c9216006a1056d004c55215_z6_v48_|182b45858c9216006a1056d004c55215|Zone7|48|0.00|9.00
190e91556f1e3e63fc40938bcb27d8b2_z5_v16_|190e91556f1e3e63fc40938bcb27d8b2|Zone6|16|1.00|9.00
190e91556f1e3e63fc40938bcb27d8b2_z5_v48_|190e91556f1e3e63fc40938bcb27d8b2|Zone6|48|1.00|9.00
190e91556f1e3e63fc40938bcb27d8b2_z6_v16_|190e91556f1e3e63fc40938bcb27d8b2|Zone7|16|0.00|9.00
190e91556f1e3e63fc40938bcb27d8b2_z6_v48_|190e91556f1e3e63fc40938bcb27d8b2|Zone7|48|0.00|9.00
1960477b8082bfc2c5347c7aa7017369_z5_v16_|1960477b8082bfc2c5347c7aa7017369|Zone6|16|0.00|9.00
1960477b8082bfc2c5347c7aa7017369_z5_v48_|1960477b8082bfc2c5347c7aa7017369|Zone6|48|0.00|9.00
1960477b8082bfc2c5347c7aa7017369_z6_v16_|1960477b8082bfc2c5347c7aa7017369|Zone7|16|0.00|9.00
1960477b8082bfc2c5347c7aa7017369_z6_v48_|1960477b8082bfc2c5347c7aa7017369|Zone7|48|0.00|9.00
1d02a6fd565d98d9002846a3f1637bb0_z5_v16_|1d02a6fd565d98d9002846a3f1637bb0|Zone6|16|0.00|9.00
1d02a6fd565d98d9002846a3f1637bb0_z5_v48_|1d02a6fd565d98d9002846a3f1637bb0|Zone6|48|0.00|9.00
1d02a6fd565d98d9002846a3f1637bb0_z6_v0_|1d02a6fd565d98d9002846a3f1637bb0|Zone7|0|0.00|9.00
1d02a6fd565d98d9002846a3f1637bb0_z6_v16_|1d02a6fd565d98d9002846a3f1637bb0|Zone7|16|0.00|9.00
1d02a6fd565d98d9002846a3f1637bb0_z6_v48_|1d02a6fd565d98d9002846a3f1637bb0|Zone7|48|0.00|9.00
239ca19250385147d033bd627592c582_z5_v16_|239ca19250385147d033bd627592c582|Zone6|16|0.00|9.00
239ca19250385147d033bd627592c582_z5_v48_|239ca19250385147d033bd627592c582|Zone6|48|0.00|0.00
239ca19250385147d033bd627592c582_z6_v16_|239ca19250385147d033bd627592c582|Zone7|16|1.00|9.00
239ca19250385147d033bd627592c582_z6_v48_|239ca19250385147d033bd627592c582|Zone7|48|1.00|0.00
29ea6e017d4f430832499a6ee9196bb0_z5_v16_|29ea6e017d4f430832499a6ee9196bb0|Zone6|16|0.00|9.00
29ea6e017d4f430832499a6ee9196bb0_z5_v48_|29ea6e017d4f430832499a6ee9196bb0|Zone6|48|0.00|9.00
29ea6e017d4f430832499a6ee9196bb0_z6_v16_|29ea6e017d4f430832499a6ee9196bb0|Zone7|16|1.00|9.00
29ea6e017d4f430832499a6ee9196bb0_z6_v48_|29ea6e017d4f430832499a6ee9196bb0|Zone7|48|1.00|9.00
2adbc01f4fb001d190cb220079444d74_z5_v16_|2adbc01f4fb001d190cb220079444d74|Zone6|16|0.00|9.00
2adbc01f4fb001d190cb220079444d74_z5_v48_|2adbc01f4fb001d190cb220079444d74|Zone6|48|0.00|9.00
2adbc01f4fb001d190cb220079444d74_z6_v16_|2adbc01f4fb001d190cb220079444d74|Zone7|16|0.00|9.00
2adbc01f4fb001d190cb220079444d74_z6_v48_|2adbc01f4fb001d190cb220079444d74|Zone7|48|0.00|9.00
2eba5056e90c67e49c05991580cc7a4e_z5_v16_|2eba5056e90c67e49c05991580cc7a4e|Zone6|16|0.00|9.00
2eba5056e90c67e49c05991580cc7a4e_z5_v48_|2eba5056e90c67e49c05991580cc7a4e|Zone6|48|0.00|9.00
2eba5056e90c67e49c05991580cc7a4e_z6_v16_|2eba5056e90c67e49c05991580cc7a4e|Zone7|16|0.00|9.00
2eba5056e90c67e49c05991580cc7a4e_z6_v48_|2eba5056e90c67e49c05991580cc7a4e|Zone7|48|0.00|9.00
2fb6b8e6309e8ab92b11fed34d7c2c17_z5_v16_|2fb6b8e6309e8ab92b11fed34d7c2c17|Zone6|16|1.00|9.00
2fb6b8e6309e8ab92b11fed34d7c2c17_z5_v48_|2fb6b8e6309e8ab92b11fed34d7c2c17|Zone6|48|1.00|9.00
2fb6b8e6309e8ab92b11fed34d7c2c17_z6_v16_|2fb6b8e6309e8ab92b11fed34d7c2c17|Zone7|16|0.00|9.00
2fb6b8e6309e8ab92b11fed34d7c2c17_z6_v48_|2fb6b8e6309e8ab92b11fed34d7c2c17|Zone7|48|0.00|9.00
3204ba42f05e0839410721e0bb4ab892_z5_v16_|3204ba42f05e0839410721e0bb4ab892|Zone6|16|0.00|9.00
3204ba42f05e0839410721e0bb4ab892_z5_v48_|3204ba42f05e0839410721e0bb4ab892|Zone6|48|0.00|9.00
